concept,dimension,support_en,support_zh,support_ar,top_en,top_zh,top_ar,js_zh_en,js_ar_en,js_zh_ar,mean_js
climbing vines,objects_subjects,24,27,25,contentment=0.649,contentment=0.746,amusement=0.492,0.027536,0.257322,0.278803,0.187887
open window,objects_subjects,10,10,10,contentment=0.448,contentment=0.655,amusement=0.379,0.039207,0.233372,0.290713,0.187764
chainmail,objects_subjects,21,20,18,fear=0.373,contentment=0.306,excitement=0.378,0.106919,0.171572,0.284733,0.187741
checkers,objects_subjects,15,15,15,contentment=0.538,contentment=0.692,amusement=0.385,0.026720,0.228255,0.308247,0.187741
steamboat,objects_subjects,16,16,15,contentment=0.415,contentment=0.610,amusement=0.538,0.034873,0.223802,0.304269,0.187648
late afternoon or dusk,scenes_settings,16,16,15,contentment=0.463,contentment=0.610,amusement=0.385,0.064695,0.235662,0.262485,0.187614
flowering bushes,objects_subjects,22,23,23,contentment=0.434,contentment=0.636,amusement=0.564,0.065018,0.179398,0.317659,0.187359
circular halos,symbolic_cultural_motifs,15,13,13,awe=0.282,contentment=0.314,contentment=0.314,0.273618,0.135021,0.153428,0.187355
red seal impression,symbolic_cultural_motifs,42,42,42,contentment=0.376,contentment=0.398,contentment=0.376,0.190377,0.142615,0.228756,0.187249
slate blues,colors_color_schemes,52,15,15,contentment=0.611,sadness=0.436,excitement=0.282,0.232224,0.115413,0.214066,0.187234
terracotta reds,colors_color_schemes,15,21,15,awe=0.333,contentment=0.412,awe=0.282,0.265678,0.094434,0.201305,0.187139
stylized portraiture,compositional_style,24,25,23,amusement=0.474,fear=0.390,contentment=0.382,0.177989,0.204788,0.178432,0.187070
equestrian portrait,compositional_style,26,25,22,awe=0.541,contentment=0.525,excitement=0.472,0.159473,0.209784,0.191065,0.186774
deep shadows,colors_color_schemes,13,15,13,fear=0.257,sadness=0.282,contentment=0.314,0.160244,0.200046,0.200009,0.186766
muted blue-grey water,colors_color_schemes,10,10,10,awe=0.310,contentment=0.517,amusement=0.517,0.099737,0.174831,0.285667,0.186745
minaret,symbolic_cultural_motifs,25,27,24,contentment=0.593,contentment=0.714,amusement=0.509,0.054222,0.255745,0.249086,0.186351
warm gold,colors_color_schemes,29,31,30,contentment=0.343,contentment=0.690,amusement=0.362,0.111904,0.196636,0.250430,0.186323
yellow blossoms,objects_subjects,19,22,18,contentment=0.574,contentment=0.811,amusement=0.333,0.049326,0.210358,0.298693,0.186126
layered landscape,compositional_style,43,43,44,contentment=0.453,contentment=0.684,amusement=0.381,0.080896,0.163156,0.313811,0.185954
farmers,objects_subjects,17,17,21,contentment=0.256,disgust=0.442,contentment=0.843,0.163351,0.213331,0.180130,0.185604
seaside resort,scenes_settings,26,27,23,contentment=0.541,contentment=0.778,amusement=0.491,0.060847,0.186738,0.308136,0.185241
alpine landscape,scenes_settings,10,11,10,contentment=0.310,contentment=0.613,amusement=0.310,0.132534,0.170248,0.252858,0.185214
seaside view,scenes_settings,26,26,21,contentment=0.672,contentment=0.705,amusement=0.529,0.057470,0.187386,0.310430,0.185096
wild geese,objects_subjects,12,12,12,awe=0.455,disgust=0.333,awe=0.273,0.296864,0.086937,0.171380,0.185060
workers,objects_subjects,10,11,10,contentment=0.310,contentment=0.613,amusement=0.379,0.056519,0.241544,0.256954,0.185006
water reflections,objects_subjects,331,325,289,contentment=0.684,contentment=0.809,amusement=0.404,0.027112,0.219944,0.307082,0.184713
reflective surfaces,compositional_style,38,41,37,contentment=0.412,contentment=0.780,amusement=0.349,0.087330,0.169484,0.297008,0.184607
light blue dress,objects_subjects,66,27,22,sadness=0.461,contentment=0.619,awe=0.358,0.128300,0.200057,0.225456,0.184605
white bull,objects_subjects,11,11,13,amusement=0.484,contentment=0.290,amusement=0.371,0.251554,0.053851,0.248011,0.184472
white roses,objects_subjects,45,53,42,contentment=0.414,contentment=0.652,amusement=0.441,0.131936,0.189383,0.232004,0.184441
garden path,objects_subjects,183,194,175,contentment=0.637,contentment=0.804,amusement=0.532,0.026007,0.228735,0.298324,0.184356
dark grey background,colors_color_schemes,57,18,18,contentment=0.593,contentment=0.556,amusement=0.289,0.042034,0.242740,0.267958,0.184244
romantic landscape,compositional_style,15,17,13,contentment=0.385,contentment=0.395,amusement=0.429,0.036624,0.230365,0.285192,0.184060
medal,objects_subjects,15,16,13,amusement=0.538,amusement=0.561,contentment=0.429,0.038384,0.252649,0.260268,0.183767
women in dresses,objects_subjects,46,46,45,contentment=0.584,contentment=0.762,amusement=0.616,0.043450,0.226765,0.280904,0.183707
landscape background,scenes_settings,29,30,28,awe=0.582,contentment=0.594,contentment=0.508,0.329223,0.161925,0.059898,0.183682
gold halos,colors_color_schemes,18,15,15,awe=0.378,contentment=0.487,sadness=0.282,0.294806,0.053736,0.202154,0.183565
fallen log,objects_subjects,25,27,20,contentment=0.661,contentment=0.619,amusement=0.347,0.063791,0.204239,0.282534,0.183521
backstage,scenes_settings,20,20,20,excitement=0.347,contentment=0.633,contentment=0.388,0.225986,0.212533,0.111918,0.183479
gold embroidery,objects_subjects,20,20,16,awe=0.469,contentment=0.755,amusement=0.317,0.261249,0.128887,0.160190,0.183442
studio portrait setting,scenes_settings,19,22,20,awe=0.319,sadness=0.358,contentment=0.388,0.253634,0.221228,0.075367,0.183409
organic forms,objects_subjects,20,21,20,fear=0.224,contentment=0.333,awe=0.510,0.093659,0.231681,0.224867,0.183402
round table,objects_subjects,29,31,28,contentment=0.522,contentment=0.831,amusement=0.446,0.074552,0.200730,0.274746,0.183342
ruff collars,objects_subjects,19,22,20,amusement=0.277,contentment=0.585,contentment=0.306,0.242221,0.190181,0.116953,0.183119
traditional chinese landscape,scenes_settings,18,18,18,awe=0.422,disgust=0.422,contentment=0.467,0.262915,0.108675,0.177682,0.183091
garlands,objects_subjects,15,15,12,awe=0.385,contentment=0.538,amusement=0.394,0.167914,0.115291,0.265248,0.182818
chiascuro lighting,compositional_style,15,15,15,awe=0.538,contentment=0.641,contentment=0.333,0.286597,0.153382,0.108439,0.182806
stone hall,scenes_settings,16,15,14,amusement=0.317,contentment=0.436,amusement=0.243,0.200208,0.172088,0.175416,0.182571
climbing roses,objects_subjects,10,10,10,awe=0.241,contentment=0.448,sadness=0.379,0.102644,0.174971,0.269071,0.182229
impressionist style,compositional_style,35,37,34,contentment=0.696,contentment=0.807,amusement=0.455,0.050331,0.214306,0.281933,0.182190
outdoor laundry scene,scenes_settings,10,10,10,sadness=0.448,contentment=0.724,contentment=0.310,0.221562,0.210989,0.113263,0.181938
washerwomen,objects_subjects,10,10,10,sadness=0.448,contentment=0.724,contentment=0.310,0.221562,0.210989,0.113263,0.181938
still life with landscape background,compositional_style,26,26,25,contentment=0.508,contentment=0.836,amusement=0.492,0.077396,0.167263,0.301027,0.181895
tide pools,objects_subjects,25,25,25,contentment=0.492,contentment=0.593,amusement=0.458,0.031228,0.223741,0.290666,0.181878
scabbard,objects_subjects,37,38,37,fear=0.349,contentment=0.318,awe=0.301,0.170964,0.105610,0.268989,0.181854
jungle,scenes_settings,13,13,13,amusement=0.257,contentment=0.543,awe=0.371,0.150217,0.071115,0.324177,0.181836
sheets,objects_subjects,10,10,10,contentment=0.310,contentment=0.517,disgust=0.379,0.083272,0.263143,0.198683,0.181699
deep forest green,colors_color_schemes,20,20,20,contentment=0.633,contentment=0.755,amusement=0.551,0.029401,0.251355,0.263367,0.181374
mermaid,objects_subjects,10,10,10,amusement=0.448,fear=0.379,awe=0.448,0.149013,0.204539,0.190508,0.181353
lotus flowers,symbolic_cultural_motifs,35,33,35,excitement=0.342,contentment=0.520,amusement=0.291,0.215404,0.104949,0.223578,0.181310
domestic garden,scenes_settings,16,15,14,contentment=0.707,contentment=0.641,amusement=0.568,0.039279,0.236478,0.267893,0.181217
running script calligraphy,compositional_style,42,44,46,contentment=0.398,contentment=0.505,contentment=0.347,0.179252,0.094851,0.268440,0.180848
isolated figures,compositional_style,12,12,12,excitement=0.394,something else=0.333,awe=0.394,0.177808,0.171547,0.192916,0.180757
tropical landscape,scenes_settings,21,20,19,contentment=0.490,contentment=0.755,amusement=0.404,0.085630,0.125172,0.331410,0.180737
arched windows,symbolic_cultural_motifs,13,18,19,excitement=0.371,contentment=0.689,amusement=0.362,0.207283,0.076756,0.258104,0.180714
sandy path,objects_subjects,18,22,20,contentment=0.422,contentment=0.660,amusement=0.388,0.128819,0.190632,0.222248,0.180567
mountainous shore,scenes_settings,12,12,16,fear=0.394,contentment=0.212,amusement=0.366,0.129996,0.212430,0.198961,0.180462
grid,symbolic_cultural_motifs,10,10,10,something else=0.448,disgust=0.310,something else=0.310,0.215076,0.072342,0.253477,0.180298
multi-tiered composition,compositional_style,12,12,12,awe=0.636,contentment=0.455,awe=0.333,0.298028,0.100238,0.142418,0.180228
peasant clothing,objects_subjects,10,15,10,contentment=0.310,contentment=0.538,amusement=0.448,0.162287,0.143564,0.234783,0.180212
alphabetic characters,symbolic_cultural_motifs,10,10,10,something else=0.379,awe=0.379,contentment=0.379,0.204406,0.167294,0.168872,0.180191
signature seals,symbolic_cultural_motifs,12,12,12,contentment=0.455,disgust=0.515,fear=0.333,0.193214,0.078274,0.269069,0.180186
hard-edge painting,compositional_style,21,22,20,something else=0.412,contentment=0.434,awe=0.429,0.252008,0.195748,0.092289,0.180015
flower cart,objects_subjects,28,31,30,contentment=0.415,contentment=0.746,amusement=0.478,0.094599,0.219167,0.226146,0.179971
anemones,objects_subjects,20,21,20,contentment=0.429,contentment=0.725,amusement=0.469,0.094425,0.196183,0.248572,0.179727
crevices,objects_subjects,24,24,23,fear=0.263,contentment=0.368,awe=0.564,0.078040,0.251916,0.209157,0.179704
table with white cloth,objects_subjects,11,10,10,awe=0.290,contentment=0.586,amusement=0.241,0.271561,0.143505,0.123815,0.179627
distant boats,objects_subjects,35,37,33,contentment=0.544,contentment=0.711,amusement=0.520,0.076181,0.165848,0.296685,0.179571
lance,objects_subjects,19,20,18,awe=0.362,contentment=0.265,excitement=0.244,0.180222,0.187964,0.169927,0.179371
trees with autumn leaves,objects_subjects,10,11,10,awe=0.310,contentment=0.677,amusement=0.448,0.135238,0.187811,0.215025,0.179358
battlefield,scenes_settings,82,86,81,fear=0.353,contentment=0.293,awe=0.251,0.166258,0.104593,0.266868,0.179240
curving perspective,compositional_style,24,27,21,contentment=0.474,contentment=0.778,amusement=0.569,0.113543,0.138481,0.285609,0.179211
red lips,colors_color_schemes,19,20,17,amusement=0.447,contentment=0.551,contentment=0.302,0.270319,0.154581,0.112631,0.179177
central focus composition,compositional_style,10,11,10,contentment=0.586,contentment=0.484,awe=0.448,0.035471,0.279096,0.222644,0.179071
symmetrical framing with trees,compositional_style,16,16,15,contentment=0.659,contentment=0.707,amusement=0.538,0.019579,0.223157,0.293823,0.178853
classical buildings,objects_subjects,30,33,30,awe=0.478,contentment=0.733,amusement=0.420,0.118551,0.129873,0.288037,0.178820
globus cruciger,symbolic_cultural_motifs,21,21,18,awe=0.529,amusement=0.333,awe=0.333,0.278653,0.077648,0.180074,0.178792
light gray,colors_color_schemes,28,28,27,something else=0.323,contentment=0.600,awe=0.397,0.287347,0.107227,0.141676,0.178750
cross on dome,symbolic_cultural_motifs,10,10,10,contentment=0.310,contentment=0.448,awe=0.448,0.146241,0.130100,0.259586,0.178642
man with hat,objects_subjects,10,10,10,contentment=0.655,contentment=0.724,amusement=0.517,0.009884,0.242911,0.282728,0.178508
apple,objects_subjects,49,10,10,contentment=0.664,contentment=0.724,amusement=0.448,0.022911,0.242368,0.270231,0.178503
hazy blue,colors_color_schemes,15,17,13,contentment=0.385,contentment=0.488,amusement=0.371,0.079126,0.213648,0.242472,0.178415
thick paint texture,compositional_style,30,32,30,contentment=0.420,contentment=0.726,amusement=0.391,0.086719,0.172852,0.275571,0.178381
grassy lawn,objects_subjects,40,40,38,contentment=0.551,contentment=0.753,amusement=0.482,0.081109,0.146465,0.307488,0.178354
varying ink density,compositional_style,63,57,63,contentment=0.363,disgust=0.512,contentment=0.422,0.242524,0.035699,0.256694,0.178306
headscarves,symbolic_cultural_motifs,10,10,10,excitement=0.310,contentment=0.655,amusement=0.517,0.103733,0.211108,0.219827,0.178223
fluid lines,compositional_style,22,22,20,excitement=0.208,contentment=0.472,awe=0.429,0.130807,0.184286,0.219502,0.178198
stormy weather,scenes_settings,38,38,36,fear=0.482,fear=0.341,contentment=0.333,0.083172,0.263646,0.187621,0.178146
dull red,colors_color_schemes,13,13,13,contentment=0.257,contentment=0.429,awe=0.314,0.103432,0.194451,0.236481,0.178121
beach umbrellas,objects_subjects,15,18,15,contentment=0.538,contentment=0.600,amusement=0.538,0.018022,0.252791,0.263100,0.177971
garden pavilion,scenes_settings,18,18,20,contentment=0.556,disgust=0.333,awe=0.265,0.180595,0.113404,0.239740,0.177913
flower stalls,objects_subjects,15,15,13,contentment=0.487,contentment=0.641,amusement=0.543,0.051127,0.183308,0.299018,0.177817
mitre hat,symbolic_cultural_motifs,20,18,18,awe=0.592,contentment=0.511,contentment=0.289,0.282919,0.137782,0.112456,0.177719
woodland setting,scenes_settings,79,77,73,contentment=0.449,contentment=0.485,amusement=0.381,0.135084,0.131756,0.265432,0.177424
vibrant yellows,colors_color_schemes,10,10,10,contentment=0.310,contentment=0.310,amusement=0.310,0.068233,0.256416,0.207612,0.177420
shopfronts,objects_subjects,55,57,50,contentment=0.395,contentment=0.675,amusement=0.468,0.063664,0.200859,0.267106,0.177210
lotus pond,objects_subjects,18,18,20,excitement=0.333,contentment=0.289,contentment=0.265,0.239210,0.059723,0.232617,0.177183
laundry line,objects_subjects,21,20,20,contentment=0.647,contentment=0.755,amusement=0.633,0.053651,0.160960,0.316768,0.177126
paper scroll,objects_subjects,22,22,21,contentment=0.321,contentment=0.623,amusement=0.412,0.116859,0.132954,0.281395,0.177069
graphic lines,compositional_style,15,15,14,amusement=0.333,amusement=0.385,awe=0.514,0.061740,0.146293,0.322807,0.176947
mountainous wilderness,scenes_settings,11,11,11,awe=0.290,disgust=0.419,awe=0.226,0.236434,0.067256,0.227088,0.176926
springtime,scenes_settings,12,13,13,contentment=0.576,contentment=0.600,amusement=0.314,0.033018,0.206744,0.290997,0.176920
magenta pink,colors_color_schemes,10,11,10,excitement=0.379,contentment=0.290,contentment=0.448,0.208008,0.204803,0.117773,0.176861
warriors,objects_subjects,45,50,47,fear=0.273,contentment=0.468,excitement=0.417,0.171516,0.079387,0.279611,0.176838
coastal rocks,objects_subjects,13,17,12,contentment=0.543,contentment=0.581,amusement=0.515,0.033675,0.240294,0.256476,0.176815
female attendants,objects_subjects,15,15,15,contentment=0.538,disgust=0.333,contentment=0.487,0.234173,0.052100,0.243821,0.176698
still life with landscape,compositional_style,15,15,12,contentment=0.487,contentment=0.744,amusement=0.515,0.089379,0.173121,0.267535,0.176678
wooden panel,objects_subjects,10,11,11,contentment=0.379,disgust=0.290,awe=0.419,0.135030,0.164417,0.230516,0.176655
kimonos,objects_subjects,11,12,11,awe=0.226,disgust=0.455,amusement=0.484,0.109840,0.156438,0.262792,0.176357
sunflower,objects_subjects,13,16,16,contentment=0.257,contentment=0.707,amusement=0.268,0.124570,0.125554,0.278696,0.176273
flowerbed,objects_subjects,15,16,14,contentment=0.538,contentment=0.805,amusement=0.405,0.068706,0.165561,0.294517,0.176262
abstract collage,compositional_style,10,10,10,something else=0.448,contentment=0.310,something else=0.379,0.253549,0.122831,0.152263,0.176214
earthy green,colors_color_schemes,55,56,54,contentment=0.361,contentment=0.620,amusement=0.436,0.118727,0.167388,0.242249,0.176122
sepia background,colors_color_schemes,14,12,12,contentment=0.459,disgust=0.576,contentment=0.273,0.251524,0.078869,0.197443,0.175945
city street at night,scenes_settings,10,10,10,excitement=0.517,contentment=0.586,contentment=0.310,0.238016,0.201778,0.087606,0.175800
cooking pot,objects_subjects,15,16,13,contentment=0.385,contentment=0.659,amusement=0.314,0.073200,0.202885,0.250850,0.175645
flaming halo,symbolic_cultural_motifs,17,15,19,awe=0.302,disgust=0.436,contentment=0.319,0.239103,0.106382,0.181045,0.175510
street lamps,objects_subjects,117,120,107,contentment=0.399,contentment=0.767,amusement=0.444,0.116045,0.147940,0.262413,0.175466
small wooden table,objects_subjects,10,10,10,excitement=0.448,contentment=0.586,amusement=0.310,0.220854,0.202467,0.103071,0.175464
layered paint application,compositional_style,20,22,20,contentment=0.306,contentment=0.358,something else=0.265,0.141608,0.169498,0.215148,0.175418
french tricolor flag,symbolic_cultural_motifs,20,20,18,excitement=0.592,contentment=0.633,awe=0.289,0.206012,0.096554,0.223674,0.175414
still life composition,compositional_style,110,118,101,contentment=0.537,contentment=0.796,amusement=0.450,0.065370,0.200764,0.259823,0.175319
gondolier,objects_subjects,25,26,24,contentment=0.593,contentment=0.705,amusement=0.404,0.019894,0.227191,0.278804,0.175296
autumn trees,objects_subjects,53,59,51,contentment=0.426,contentment=0.795,amusement=0.423,0.101346,0.135326,0.288798,0.175157
servant,objects_subjects,12,12,12,awe=0.394,disgust=0.455,contentment=0.515,0.227378,0.120182,0.176942,0.174834
